"REF_DATE","GEO","DGUID","Time arriving at work (16)","Main mode of commuting (21)","Commuting duration (7)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Nanaimo (CMA) 938, B.C.","2021S0503938","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","2834.1.12.7","29.5","","","","1"
"2021","North Bay(CA) 575, Ont.","2021S0504575","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","2858.1.1.7","16.8","","","","1"
"2021","North Bay(CA) 575, Ont.","2021S0504575","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","2858.1.2.7","16.7","","","","1"
"2021","North Bay(CA) 575, Ont.","2021S0504575","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","2858.1.11.7","17.2","","","","1"
"2021","North Bay(CA) 575, Ont.","2021S0504575","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","2858.1.12.7","28.6","","","","1"
"2021","Oshawa (CMA) 532, Ont.","2021S0503532","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","2883.1.1.7","21.1","","","","1"
"2021","Oshawa (CMA) 532, Ont.","2021S0503532","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","2883.1.2.7","21.2","","","","1"
"2021","Oshawa (CMA) 532, Ont.","2021S0503532","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","2883.1.11.7","25.4","","","","1"
"2021","Oshawa (CMA) 532, Ont.","2021S0503532","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","2883.1.12.7","41.1","","","","1"
"2021","Ottawa - Gatineau (CMA) 505, Ont./Que.","2021S0503505","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","2976.1.1.7","23.5","","","","1"
"2021","Ottawa - Gatineau (CMA) 505, Ont./Que.","2021S0503505","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","2976.1.2.7","22.4","","","","1"
"2021","Ottawa - Gatineau (CMA) 505, Ont./Que.","2021S0503505","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","2976.1.11.7","29.7","","","","1"
"2021","Ottawa - Gatineau (CMA) 505, Ont./Que.","2021S0503505","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","2976.1.12.7","41.1","","","","1"
"2021","Peterborough (CMA) 529, Ont.","2021S0503529","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3292.1.1.7","19.2","","","","1"
"2021","Peterborough (CMA) 529, Ont.","2021S0503529","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3292.1.2.7","19.5","","","","1"
"2021","Peterborough (CMA) 529, Ont.","2021S0503529","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3292.1.11.7","18.2","","","","1"
"2021","Peterborough (CMA) 529, Ont.","2021S0503529","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3292.1.12.7","27.4","","","","1"
"2021","Prince George(CA) 970, B.C.","2021S0504970","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3323.1.1.7","15.9","","","","1"
"2021","Prince George(CA) 970, B.C.","2021S0504970","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3323.1.2.7","15.7","","","","1"
"2021","Prince George(CA) 970, B.C.","2021S0504970","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3323.1.11.7","19.7","","","","1"
"2021","Prince George(CA) 970, B.C.","2021S0504970","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3323.1.12.7","27.2","","","","1"
"2021","Québec (CMA) 421, Que.","2021S0503421","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3352.1.1.7","19.8","","","","1"
"2021","Québec (CMA) 421, Que.","2021S0503421","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3352.1.2.7","19.3","","","","1"
"2021","Québec (CMA) 421, Que.","2021S0503421","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3352.1.11.7","23.2","","","","1"
"2021","Québec (CMA) 421, Que.","2021S0503421","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3352.1.12.7","32.0","","","","1"
"2021","Red Deer (CMA) 830, Alta.","2021S0503830","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3546.1.1.7","17.0","","","","1"
"2021","Red Deer (CMA) 830, Alta.","2021S0503830","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3546.1.2.7","16.8","","","","1"
"2021","Red Deer (CMA) 830, Alta.","2021S0503830","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3546.1.11.7","20.0","","","","1"
"2021","Red Deer (CMA) 830, Alta.","2021S0503830","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3546.1.12.7","28.5","","","","1"
"2021","Regina (CMA) 705, Sask.","2021S0503705","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3575.1.1.7","17.0","","","","1"
"2021","Regina (CMA) 705, Sask.","2021S0503705","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3575.1.2.7","16.8","","","","1"
"2021","Regina (CMA) 705, Sask.","2021S0503705","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3575.1.11.7","20.5","","","","1"
"2021","Regina (CMA) 705, Sask.","2021S0503705","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3575.1.12.7","31.2","","","","1"
"2021","Saguenay (CMA) 408, Que.","2021S0503408","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3637.1.1.7","16.4","","","","1"
"2021","Saguenay (CMA) 408, Que.","2021S0503408","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3637.1.2.7","16.5","","","","1"
"2021","Saguenay (CMA) 408, Que.","2021S0503408","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3637.1.11.7","16.1","","","","1"
"2021","Saguenay (CMA) 408, Que.","2021S0503408","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3637.1.12.7","28.4","","","","1"
"2021","Saint John (CMA) 310, N.B.","2021S0503310","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3686.1.1.7","19.0","","","","1"
"2021","Saint John (CMA) 310, N.B.","2021S0503310","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3686.1.2.7","19.4","","","","1"
"2021","Saint John (CMA) 310, N.B.","2021S0503310","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3686.1.11.7","17.0","","","","1"
"2021","Saint John (CMA) 310, N.B.","2021S0503310","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3686.1.12.7","26.4","","","","1"
"2021","Saint-Hyacinthe(CA) 452, Que.","2021S0504452","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3739.1.1.7","19.9","","","","1"
"2021","Saint-Hyacinthe(CA) 452, Que.","2021S0504452","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3739.1.2.7","20.2","","","","1"
"2021","Saint-Hyacinthe(CA) 452, Que.","2021S0504452","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3739.1.11.7","17.5","","","","1"
"2021","Saint-Hyacinthe(CA) 452, Que.","2021S0504452","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3739.1.12.7","47.7","","","","1"
"2021","Sarnia(CA) 562, Ont.","2021S0504562","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3753.1.1.7","16.5","","","","1"
"2021","Sarnia(CA) 562, Ont.","2021S0504562","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3753.1.2.7","16.6","","","","1"
"2021","Sarnia(CA) 562, Ont.","2021S0504562","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3753.1.11.7","15.4","","","","1"
"2021","Sarnia(CA) 562, Ont.","2021S0504562","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3753.1.12.7","27.6","","","","1"
"2021","Saskatoon (CMA) 725, Sask.","2021S0503725","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3780.1.1.7","17.7","","","","1"
"2021","Saskatoon (CMA) 725, Sask.","2021S0503725","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3780.1.2.7","17.1","","","","1"
"2021","Saskatoon (CMA) 725, Sask.","2021S0503725","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3780.1.11.7","21.9","","","","1"
"2021","Saskatoon (CMA) 725, Sask.","2021S0503725","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3780.1.12.7","33.8","","","","1"
"2021","Sault Ste. Marie(CA) 590, Ont.","2021S0504590","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3846.1.1.7","14.2","","","","1"
"2021","Sault Ste. Marie(CA) 590, Ont.","2021S0504590","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3846.1.2.7","13.9","","","","1"
"2021","Sault Ste. Marie(CA) 590, Ont.","2021S0504590","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3846.1.11.7","19.2","","","","1"
"2021","Sault Ste. Marie(CA) 590, Ont.","2021S0504590","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3846.1.12.7","28.5","","","","1"
"2021","Sherbrooke (CMA) 433, Que.","2021S0503433","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3871.1.1.7","17.6","","","","1"
"2021","Sherbrooke (CMA) 433, Que.","2021S0503433","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3871.1.2.7","17.5","","","","1"
"2021","Sherbrooke (CMA) 433, Que.","2021S0503433","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3871.1.11.7","19.6","","","","1"
"2021","Sherbrooke (CMA) 433, Que.","2021S0503433","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3871.1.12.7","28.7","","","","1"
"2021","St. Catharines - Niagara (CMA) 539, Ont.","2021S0503539","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","3922.1.1.7","17.1","","","","1"
"2021","St. Catharines - Niagara (CMA) 539, Ont.","2021S0503539","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","3922.1.2.7","17.3","","","","1"
"2021","St. Catharines - Niagara (CMA) 539, Ont.","2021S0503539","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","3922.1.11.7","18.0","","","","1"
"2021","St. Catharines - Niagara (CMA) 539, Ont.","2021S0503539","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","3922.1.12.7","31.5","","","","1"
"2021","St. John's (CMA) 001, N.L.","2021S0503001","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","4021.1.1.7","17.0","","","","1"
"2021","St. John's (CMA) 001, N.L.","2021S0503001","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","4021.1.2.7","16.6","","","","1"
"2021","St. John's (CMA) 001, N.L.","2021S0503001","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","4021.1.11.7","19.7","","","","1"
"2021","St. John's (CMA) 001, N.L.","2021S0503001","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","4021.1.12.7","32.2","","","","1"
"2021","Thunder Bay (CMA) 595, Ont.","2021S0503595","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","4075.1.1.7","15.8","","","","1"
"2021","Thunder Bay (CMA) 595, Ont.","2021S0503595","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","4075.1.2.7","15.2","","","","1"
"2021","Thunder Bay (CMA) 595, Ont.","2021S0503595","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","4075.1.11.7","20.4","","","","1"
"2021","Thunder Bay (CMA) 595, Ont.","2021S0503595","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","4075.1.12.7","29.8","","","","1"
"2021","Toronto (CMA) 535, Ont.","2021S0503535","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","4112.1.1.7","30.1","","","","1"
"2021","Toronto (CMA) 535, Ont.","2021S0503535","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","4112.1.2.7","27.9","","","","1"
"2021","Toronto (CMA) 535, Ont.","2021S0503535","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","4112.1.11.7","39.4","","","","1"
"2021","Toronto (CMA) 535, Ont.","2021S0503535","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","4112.1.12.7","48.4","","","","1"
"2021","Trois-Rivières (CMA) 442, Que.","2021S0503442","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","5340.1.1.7","17.7","","","","1"
"2021","Trois-Rivières (CMA) 442, Que.","2021S0503442","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","5340.1.2.7","17.8","","","","1"
"2021","Trois-Rivières (CMA) 442, Que.","2021S0503442","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","5340.1.11.7","17.3","","","","1"
"2021","Trois-Rivières (CMA) 442, Que.","2021S0503442","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","5340.1.12.7","31.2","","","","1"
"2021","Vancouver (CMA) 933, B.C.","2021S0503933","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","5381.1.1.7","26.2","","","","1"
"2021","Vancouver (CMA) 933, B.C.","2021S0503933","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","5381.1.2.7","24.3","","","","1"
"2021","Vancouver (CMA) 933, B.C.","2021S0503933","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","5381.1.11.7","32.6","","","","1"
"2021","Vancouver (CMA) 933, B.C.","2021S0503933","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","5381.1.12.7","42.3","","","","1"
"2021","Victoria (CMA) 935, B.C.","2021S0503935","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","5917.1.1.7","19.6","","","","1"
"2021","Victoria (CMA) 935, B.C.","2021S0503935","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","5917.1.2.7","19.2","","","","1"
"2021","Victoria (CMA) 935, B.C.","2021S0503935","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","5917.1.11.7","21.4","","","","1"
"2021","Victoria (CMA) 935, B.C.","2021S0503935","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","5917.1.12.7","31.6","","","","1"
"2021","Windsor (CMA) 559, Ont.","2021S0503559","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","6002.1.1.7","18.1","","","","1"
"2021","Windsor (CMA) 559, Ont.","2021S0503559","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","6002.1.2.7","18.0","","","","1"
"2021","Windsor (CMA) 559, Ont.","2021S0503559","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","6002.1.11.7","20.0","","","","1"
"2021","Windsor (CMA) 559, Ont.","2021S0503559","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","6002.1.12.7","33.7","","","","1"
"2021","Winnipeg (CMA) 602, Man.","2021S0503602","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","6085.1.1.7","21.7","","","","1"
"2021","Winnipeg (CMA) 602, Man.","2021S0503602","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","6085.1.2.7","21.0","","","","1"
"2021","Winnipeg (CMA) 602, Man.","2021S0503602","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","6085.1.11.7","27.1","","","","1"
"2021","Winnipeg (CMA) 602, Man.","2021S0503602","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","6085.1.12.7","35.6","","","","1"
"2021","Wood Buffalo(CA) 860, Alta.","2021S0504860","Total - Time arriving at work","Total - Main mode of commuting","Average commuting duration (in minutes)","","0","units","0","","6273.1.1.7","34.8","","","","1"
"2021","Wood Buffalo(CA) 860, Alta.","2021S0504860","Total - Time arriving at work","Car, truck or van","Average commuting duration (in minutes)","","0","units","0","","6273.1.2.7","25.8","","","","1"
"2021","Wood Buffalo(CA) 860, Alta.","2021S0504860","Total - Time arriving at work","Sustainable transportation","Average commuting duration (in minutes)","","0","units","0","","6273.1.11.7","39.0","","","","1"
"2021","Wood Buffalo(CA) 860, Alta.","2021S0504860","Total - Time arriving at work","Public transit","Average commuting duration (in minutes)","","0","units","0","","6273.1.12.7","43.4","","","","1"


